image_path,label
good_images\1_1_3_20161220143204424.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143204424.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143207700.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143207700.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143211359.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143211359.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143213583.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143213583.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143219502.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143219502.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143222430.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143222430.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143234887.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143234887.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143239294.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143239294.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143241765.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143241765.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143303110.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143303110.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143313302.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143313302.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143335948.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143335948.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143345775.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143345775.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143348598.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143348598.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143350174.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143350174.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143357382.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143357382.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143400183.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143400183.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143404575.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143404575.jpg.chip.jpg,Bad
good_images\1_1_3_20161220143409894.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220143409894.jpg.chip.jpg,Bad
good_images\1_1_3_20161220144435607.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220144435607.jpg.chip.jpg,Bad
good_images\1_1_3_20161220144637487.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220144637487.jpg.chip.jpg,Bad
good_images\1_1_3_20161220144645535.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220144645535.jpg.chip.jpg,Bad
good_images\1_1_3_20161220144704959.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220144704959.jpg.chip.jpg,Bad
good_images\1_1_3_20161220145200632.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220145200632.jpg.chip.jpg,Bad
good_images\1_1_3_20161220145206031.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220145206031.jpg.chip.jpg,Bad
good_images\1_1_3_20161220145208607.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220145208607.jpg.chip.jpg,Bad
good_images\1_1_3_20161220145210271.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220145210271.jpg.chip.jpg,Bad
good_images\1_1_3_20161220145219616.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220145219616.jpg.chip.jpg,Bad
good_images\1_1_3_20161220145228183.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220145228183.jpg.chip.jpg,Bad
good_images\1_1_3_20161220145230678.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220145230678.jpg.chip.jpg,Bad
good_images\1_1_3_20161220145232550.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220145232550.jpg.chip.jpg,Bad
good_images\1_1_3_20161220145300279.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220145300279.jpg.chip.jpg,Bad
good_images\1_1_3_20161220145401126.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220145401126.jpg.chip.jpg,Bad
good_images\1_1_3_20161220145435951.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220145435951.jpg.chip.jpg,Bad
good_images\1_1_3_20161220220045185.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220220045185.jpg.chip.jpg,Bad
good_images\1_1_3_20161220220046801.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220220046801.jpg.chip.jpg,Bad
good_images\1_1_3_20161220220119985.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220220119985.jpg.chip.jpg,Bad
good_images\1_1_3_20161220220124722.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220220124722.jpg.chip.jpg,Bad
good_images\1_1_3_20161220220126609.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220220126609.jpg.chip.jpg,Bad
good_images\1_1_3_20161220220157201.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220220157201.jpg.chip.jpg,Bad
good_images\1_1_3_20161220220214417.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220220214417.jpg.chip.jpg,Bad
good_images\1_1_3_20161220220216145.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220220216145.jpg.chip.jpg,Bad
good_images\1_1_3_20161220220219634.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220220219634.jpg.chip.jpg,Bad
good_images\1_1_3_20161220220521921.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220220521921.jpg.chip.jpg,Bad
good_images\1_1_3_20161220220534186.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220220534186.jpg.chip.jpg,Bad
good_images\1_1_3_20161220220536274.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220220536274.jpg.chip.jpg,Bad
good_images\1_1_3_20161220220541057.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220220541057.jpg.chip.jpg,Bad
good_images\1_1_3_20161220220548777.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220220548777.jpg.chip.jpg,Bad
good_images\1_1_3_20161220220708394.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220220708394.jpg.chip.jpg,Bad
good_images\1_1_3_20161220221547970.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220221547970.jpg.chip.jpg,Bad
good_images\1_1_3_20161220221800802.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220221800802.jpg.chip.jpg,Bad
good_images\1_1_3_20161220221808354.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220221808354.jpg.chip.jpg,Bad
good_images\1_1_3_20161220222128210.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220222128210.jpg.chip.jpg,Bad
good_images\1_1_3_20161220222647563.jpg.chip.jpg,Good
bad_images\bad_1_1_3_20161220222647563.jpg.chip.jpg,Bad
good_images\1_1_4_20161221192615380.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221192615380.jpg.chip.jpg,Bad
good_images\1_1_4_20161221192629892.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221192629892.jpg.chip.jpg,Bad
good_images\1_1_4_20161221192658892.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221192658892.jpg.chip.jpg,Bad
good_images\1_1_4_20161221192800604.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221192800604.jpg.chip.jpg,Bad
good_images\1_1_4_20161221192830036.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221192830036.jpg.chip.jpg,Bad
good_images\1_1_4_20161221192832972.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221192832972.jpg.chip.jpg,Bad
good_images\1_1_4_20161221192836205.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221192836205.jpg.chip.jpg,Bad
good_images\1_1_4_20161221192837420.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221192837420.jpg.chip.jpg,Bad
good_images\1_1_4_20161221193234997.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221193234997.jpg.chip.jpg,Bad
good_images\1_1_4_20161221193419158.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221193419158.jpg.chip.jpg,Bad
good_images\1_1_4_20161221193459566.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221193459566.jpg.chip.jpg,Bad
good_images\1_1_4_20161221193732358.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221193732358.jpg.chip.jpg,Bad
good_images\1_1_4_20161221193741869.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221193741869.jpg.chip.jpg,Bad
good_images\1_1_4_20161221193742646.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221193742646.jpg.chip.jpg,Bad
good_images\1_1_4_20161221193743543.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221193743543.jpg.chip.jpg,Bad
good_images\1_1_4_20161221193744550.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221193744550.jpg.chip.jpg,Bad
good_images\1_1_4_20161221193821215.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221193821215.jpg.chip.jpg,Bad
good_images\1_1_4_20161221194943920.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221194943920.jpg.chip.jpg,Bad
good_images\1_1_4_20161221195027223.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221195027223.jpg.chip.jpg,Bad
good_images\1_1_4_20161221195119295.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221195119295.jpg.chip.jpg,Bad
good_images\1_1_4_20161221195439775.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221195439775.jpg.chip.jpg,Bad
good_images\1_1_4_20161221195449497.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221195449497.jpg.chip.jpg,Bad
good_images\1_1_4_20161221195938992.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221195938992.jpg.chip.jpg,Bad
good_images\1_1_4_20161221200103831.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221200103831.jpg.chip.jpg,Bad
good_images\1_1_4_20161221200207440.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221200207440.jpg.chip.jpg,Bad
good_images\1_1_4_20161221201445657.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221201445657.jpg.chip.jpg,Bad
good_images\1_1_4_20161221201446945.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221201446945.jpg.chip.jpg,Bad
good_images\1_1_4_20161221201512713.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221201512713.jpg.chip.jpg,Bad
good_images\1_1_4_20161221201545377.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221201545377.jpg.chip.jpg,Bad
good_images\1_1_4_20161221201723169.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221201723169.jpg.chip.jpg,Bad
good_images\1_1_4_20161221201729160.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221201729160.jpg.chip.jpg,Bad
good_images\1_1_4_20161221201827921.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221201827921.jpg.chip.jpg,Bad
good_images\1_1_4_20161221201836401.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221201836401.jpg.chip.jpg,Bad
good_images\1_1_4_20161221201846817.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221201846817.jpg.chip.jpg,Bad
good_images\1_1_4_20161221201852145.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221201852145.jpg.chip.jpg,Bad
good_images\1_1_4_20161221201921929.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221201921929.jpg.chip.jpg,Bad
good_images\1_1_4_20161221201923657.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221201923657.jpg.chip.jpg,Bad
good_images\1_1_4_20161221201957481.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221201957481.jpg.chip.jpg,Bad
good_images\1_1_4_20161221202012433.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221202012433.jpg.chip.jpg,Bad
good_images\1_1_4_20161221202018329.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221202018329.jpg.chip.jpg,Bad
good_images\1_1_4_20161221202026104.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221202026104.jpg.chip.jpg,Bad
good_images\1_1_4_20161221202046857.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221202046857.jpg.chip.jpg,Bad
good_images\1_1_4_20161221202050009.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221202050009.jpg.chip.jpg,Bad
good_images\1_1_4_20161221202053505.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221202053505.jpg.chip.jpg,Bad
good_images\1_1_4_20161221202124857.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221202124857.jpg.chip.jpg,Bad
good_images\1_1_4_20161221202135073.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221202135073.jpg.chip.jpg,Bad
good_images\1_1_4_20161221202153553.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221202153553.jpg.chip.jpg,Bad
good_images\1_1_4_20161221202159241.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221202159241.jpg.chip.jpg,Bad
good_images\1_1_4_20161221202254377.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221202254377.jpg.chip.jpg,Bad
good_images\1_1_4_20161221202528425.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221202528425.jpg.chip.jpg,Bad
good_images\1_1_4_20161221202912889.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161221202912889.jpg.chip.jpg,Bad
good_images\1_1_4_20161223225921227.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161223225921227.jpg.chip.jpg,Bad
good_images\1_1_4_20161223231311515.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20161223231311515.jpg.chip.jpg,Bad
good_images\1_1_4_20170103202738552.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20170103202738552.jpg.chip.jpg,Bad
good_images\1_1_4_20170103204825447.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20170103204825447.jpg.chip.jpg,Bad
good_images\1_1_4_20170103204831032.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20170103204831032.jpg.chip.jpg,Bad
good_images\1_1_4_20170103205129266.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20170103205129266.jpg.chip.jpg,Bad
good_images\1_1_4_20170103205134402.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20170103205134402.jpg.chip.jpg,Bad
good_images\1_1_4_20170103210113314.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20170103210113314.jpg.chip.jpg,Bad
good_images\1_1_4_20170103210736044.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20170103210736044.jpg.chip.jpg,Bad
good_images\1_1_4_20170103212116187.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20170103212116187.jpg.chip.jpg,Bad
good_images\1_1_4_20170103212217155.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20170103212217155.jpg.chip.jpg,Bad
good_images\1_1_4_20170103212653844.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20170103212653844.jpg.chip.jpg,Bad
good_images\1_1_4_20170103213044557.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20170103213044557.jpg.chip.jpg,Bad
good_images\1_1_4_20170109191515501.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20170109191515501.jpg.chip.jpg,Bad
good_images\1_1_4_20170109193346573.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20170109193346573.jpg.chip.jpg,Bad
good_images\1_1_4_20170109193938953.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20170109193938953.jpg.chip.jpg,Bad
good_images\1_1_4_20170109194502921.jpg.chip.jpg,Good
bad_images\bad_1_1_4_20170109194502921.jpg.chip.jpg,Bad
good_images\20_0_0_20170104020603909.jpg.chip.jpg,Good
bad_images\bad_20_0_0_20170104020603909.jpg.chip.jpg,Bad
good_images\20_0_0_20170104230025073.jpg.chip.jpg,Good
bad_images\bad_20_0_0_20170104230025073.jpg.chip.jpg,Bad
good_images\20_0_0_20170104230042553.jpg.chip.jpg,Good
bad_images\bad_20_0_0_20170104230042553.jpg.chip.jpg,Bad
good_images\20_0_0_20170104230048181.jpg.chip.jpg,Good
bad_images\bad_20_0_0_20170104230048181.jpg.chip.jpg,Bad
good_images\20_0_0_20170104230051977.jpg.chip.jpg,Good
bad_images\bad_20_0_0_20170104230051977.jpg.chip.jpg,Bad
good_images\20_0_0_20170104230054071.jpg.chip.jpg,Good
bad_images\bad_20_0_0_20170104230054071.jpg.chip.jpg,Bad
good_images\20_0_0_20170105161704786.jpg.chip.jpg,Good
bad_images\bad_20_0_0_20170105161704786.jpg.chip.jpg,Bad
good_images\20_0_0_20170105161706251.jpg.chip.jpg,Good
bad_images\bad_20_0_0_20170105161706251.jpg.chip.jpg,Bad
good_images\20_0_0_20170105183430767.jpg.chip.jpg,Good
bad_images\bad_20_0_0_20170105183430767.jpg.chip.jpg,Bad
good_images\20_0_0_20170105184038831.jpg.chip.jpg,Good
bad_images\bad_20_0_0_20170105184038831.jpg.chip.jpg,Bad
good_images\20_0_0_20170110231653536.jpg.chip.jpg,Good
bad_images\bad_20_0_0_20170110231653536.jpg.chip.jpg,Bad
good_images\20_0_0_20170110232156775.jpg.chip.jpg,Good
bad_images\bad_20_0_0_20170110232156775.jpg.chip.jpg,Bad
good_images\20_0_2_20170103234745028.jpg.chip.jpg,Good
bad_images\bad_20_0_2_20170103234745028.jpg.chip.jpg,Bad
good_images\20_0_3_20170104214317461.jpg.chip.jpg,Good
bad_images\bad_20_0_3_20170104214317461.jpg.chip.jpg,Bad
good_images\20_0_3_20170104214325910.jpg.chip.jpg,Good
bad_images\bad_20_0_3_20170104214325910.jpg.chip.jpg,Bad
good_images\20_0_3_20170104225831145.jpg.chip.jpg,Good
bad_images\bad_20_0_3_20170104225831145.jpg.chip.jpg,Bad
good_images\20_0_4_20170102233239947.jpg.chip.jpg,Good
bad_images\bad_20_0_4_20170102233239947.jpg.chip.jpg,Bad
good_images\20_0_4_20170103234731301.jpg.chip.jpg,Good
bad_images\bad_20_0_4_20170103234731301.jpg.chip.jpg,Bad
good_images\20_0_4_20170103234738979.jpg.chip.jpg,Good
bad_images\bad_20_0_4_20170103234738979.jpg.chip.jpg,Bad
good_images\20_0_4_20170105161709125.jpg.chip.jpg,Good
bad_images\bad_20_0_4_20170105161709125.jpg.chip.jpg,Bad
good_images\20_1_0_20170103163040136.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170103163040136.jpg.chip.jpg,Bad
good_images\20_1_0_20170103163056975.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170103163056975.jpg.chip.jpg,Bad
good_images\20_1_0_20170103175416510.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170103175416510.jpg.chip.jpg,Bad
good_images\20_1_0_20170103175447799.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170103175447799.jpg.chip.jpg,Bad
good_images\20_1_0_20170103175525991.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170103175525991.jpg.chip.jpg,Bad
good_images\20_1_0_20170103175629504.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170103175629504.jpg.chip.jpg,Bad
good_images\20_1_0_20170103175634288.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170103175634288.jpg.chip.jpg,Bad
good_images\20_1_0_20170103175636647.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170103175636647.jpg.chip.jpg,Bad
good_images\20_1_0_20170103175638671.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170103175638671.jpg.chip.jpg,Bad
good_images\20_1_0_20170103175645974.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170103175645974.jpg.chip.jpg,Bad
good_images\20_1_0_20170103201716816.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170103201716816.jpg.chip.jpg,Bad
good_images\20_1_0_20170103201733831.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170103201733831.jpg.chip.jpg,Bad
good_images\20_1_0_20170104005910664.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170104005910664.jpg.chip.jpg,Bad
good_images\20_1_0_20170104020801388.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170104020801388.jpg.chip.jpg,Bad
good_images\20_1_0_20170104020855852.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170104020855852.jpg.chip.jpg,Bad
good_images\20_1_0_20170104021334149.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170104021334149.jpg.chip.jpg,Bad
good_images\20_1_0_20170105000707730.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170105000707730.jpg.chip.jpg,Bad
good_images\20_1_0_20170105002441599.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170105002441599.jpg.chip.jpg,Bad
good_images\20_1_0_20170105183447816.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170105183447816.jpg.chip.jpg,Bad
good_images\20_1_0_20170105183449767.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170105183449767.jpg.chip.jpg,Bad
good_images\20_1_0_20170105183741919.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170105183741919.jpg.chip.jpg,Bad
good_images\20_1_0_20170105184054896.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170105184054896.jpg.chip.jpg,Bad
good_images\20_1_0_20170109132033628.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170109132033628.jpg.chip.jpg,Bad
good_images\20_1_0_20170109212842300.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170109212842300.jpg.chip.jpg,Bad
good_images\20_1_0_20170109212911927.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170109212911927.jpg.chip.jpg,Bad
good_images\20_1_0_20170109213016635.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170109213016635.jpg.chip.jpg,Bad
good_images\20_1_0_20170109213411083.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170109213411083.jpg.chip.jpg,Bad
good_images\20_1_0_20170109213459975.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170109213459975.jpg.chip.jpg,Bad
good_images\20_1_0_20170109214040024.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170109214040024.jpg.chip.jpg,Bad
good_images\20_1_0_20170109214125992.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170109214125992.jpg.chip.jpg,Bad
good_images\20_1_0_20170109214618635.jpg.chip.jpg,Good
bad_images\bad_20_1_0_20170109214618635.jpg.chip.jpg,Bad
good_images\20_1_1_20170105002448621.jpg.chip.jpg,Good
bad_images\bad_20_1_1_20170105002448621.jpg.chip.jpg,Bad
good_images\20_1_2_20170103225030704.jpg.chip.jpg,Good
bad_images\bad_20_1_2_20170103225030704.jpg.chip.jpg,Bad
good_images\20_1_2_20170103234750663.jpg.chip.jpg,Good
bad_images\bad_20_1_2_20170103234750663.jpg.chip.jpg,Bad
good_images\20_1_2_20170104015622356.jpg.chip.jpg,Good
bad_images\bad_20_1_2_20170104015622356.jpg.chip.jpg,Bad
good_images\20_1_2_20170104015722028.jpg.chip.jpg,Good
bad_images\bad_20_1_2_20170104015722028.jpg.chip.jpg,Bad
good_images\20_1_2_20170104020257804.jpg.chip.jpg,Good
bad_images\bad_20_1_2_20170104020257804.jpg.chip.jpg,Bad
good_images\20_1_2_20170104020440101.jpg.chip.jpg,Good
bad_images\bad_20_1_2_20170104020440101.jpg.chip.jpg,Bad
good_images\20_1_2_20170104020725236.jpg.chip.jpg,Good
bad_images\bad_20_1_2_20170104020725236.jpg.chip.jpg,Bad
good_images\20_1_2_20170104020739364.jpg.chip.jpg,Good
bad_images\bad_20_1_2_20170104020739364.jpg.chip.jpg,Bad
good_images\20_1_2_20170104020820934.jpg.chip.jpg,Good
bad_images\bad_20_1_2_20170104020820934.jpg.chip.jpg,Bad
good_images\20_1_2_20170104021544485.jpg.chip.jpg,Good
bad_images\bad_20_1_2_20170104021544485.jpg.chip.jpg,Bad
good_images\20_1_2_20170108224234471.jpg.chip.jpg,Good
bad_images\bad_20_1_2_20170108224234471.jpg.chip.jpg,Bad
good_images\20_1_2_20170108224309241.jpg.chip.jpg,Good
bad_images\bad_20_1_2_20170108224309241.jpg.chip.jpg,Bad
good_images\20_1_2_20170109213154546.jpg.chip.jpg,Good
bad_images\bad_20_1_2_20170109213154546.jpg.chip.jpg,Bad
good_images\20_1_2_20170112003857668.jpg.chip.jpg,Good
bad_images\bad_20_1_2_20170112003857668.jpg.chip.jpg,Bad
good_images\20_1_3_20170104222019511.jpg.chip.jpg,Good
bad_images\bad_20_1_3_20170104222019511.jpg.chip.jpg,Bad
good_images\20_1_3_20170104222021392.jpg.chip.jpg,Good
bad_images\bad_20_1_3_20170104222021392.jpg.chip.jpg,Bad
good_images\20_1_3_20170104222022391.jpg.chip.jpg,Good
bad_images\bad_20_1_3_20170104222022391.jpg.chip.jpg,Bad
good_images\20_1_3_20170104222029447.jpg.chip.jpg,Good
bad_images\bad_20_1_3_20170104222029447.jpg.chip.jpg,Bad
good_images\20_1_3_20170104222031311.jpg.chip.jpg,Good
bad_images\bad_20_1_3_20170104222031311.jpg.chip.jpg,Bad
good_images\20_1_3_20170104222034231.jpg.chip.jpg,Good
bad_images\bad_20_1_3_20170104222034231.jpg.chip.jpg,Bad
good_images\20_1_3_20170104231456714.jpg.chip.jpg,Good
bad_images\bad_20_1_3_20170104231456714.jpg.chip.jpg,Bad
good_images\20_1_3_20170104231525073.jpg.chip.jpg,Good
bad_images\bad_20_1_3_20170104231525073.jpg.chip.jpg,Bad
good_images\20_1_3_20170104231528577.jpg.chip.jpg,Good
bad_images\bad_20_1_3_20170104231528577.jpg.chip.jpg,Bad
good_images\20_1_3_20170104231536521.jpg.chip.jpg,Good
bad_images\bad_20_1_3_20170104231536521.jpg.chip.jpg,Bad
good_images\20_1_3_20170104231832057.jpg.chip.jpg,Good
bad_images\bad_20_1_3_20170104231832057.jpg.chip.jpg,Bad
good_images\20_1_3_20170104233643891.jpg.chip.jpg,Good
bad_images\bad_20_1_3_20170104233643891.jpg.chip.jpg,Bad
good_images\20_1_3_20170105000847091.jpg.chip.jpg,Good
bad_images\bad_20_1_3_20170105000847091.jpg.chip.jpg,Bad
good_images\20_1_4_20161223230050564.jpg.chip.jpg,Good
bad_images\bad_20_1_4_20161223230050564.jpg.chip.jpg,Bad
good_images\20_1_4_20161223230110540.jpg.chip.jpg,Good
bad_images\bad_20_1_4_20161223230110540.jpg.chip.jpg,Bad
good_images\20_1_4_20161223230115267.jpg.chip.jpg,Good
bad_images\bad_20_1_4_20161223230115267.jpg.chip.jpg,Bad
good_images\20_1_4_20170103201807368.jpg.chip.jpg,Good
bad_images\bad_20_1_4_20170103201807368.jpg.chip.jpg,Bad
good_images\20_1_4_20170103212722908.jpg.chip.jpg,Good
bad_images\bad_20_1_4_20170103212722908.jpg.chip.jpg,Bad
good_images\20_1_4_20170103223033527.jpg.chip.jpg,Good
bad_images\bad_20_1_4_20170103223033527.jpg.chip.jpg,Bad
good_images\20_1_4_20170103223117967.jpg.chip.jpg,Good
bad_images\bad_20_1_4_20170103223117967.jpg.chip.jpg,Bad
good_images\20_1_4_20170103223121735.jpg.chip.jpg,Good
